,Actual,Predicted
1832,550000.0,953294.8916695453
16855,337000.0,273489.9145527957
7487,692500.0,610604.9930990823
8869,843500.0,723134.8477946352
7118,300000.0,179538.28937294055
9594,220000.0,307827.4181796489
11580,286500.0,387326.629446079
8832,500000.0,399843.6793738296
13660,399000.0,334157.8725759983
8391,456000.0,462829.61195624806
12485,234550.0,461682.0014141295
4467,197500.0,345009.0585991619
11877,289900.0,302011.60207019374
19467,771000.0,600529.9839696726
2080,545000.0,453263.67673020996
2110,490000.0,477045.6775007481
20418,709950.0,965848.0559386341
624,325000.0,178113.63940557092
3331,380000.0,331315.69179263525
16599,710000.0,884951.1382754799
6201,275000.0,202311.89911196567
3415,400000.0,546727.5969136283
18433,261000.0,237431.46102236025
9572,274000.0,409364.5923160678
14720,730000.0,1162626.46269539
477,438924.0,332371.4298501173
7099,237950.0,300290.2520651696
20876,300000.0,331439.76299522445
16303,365000.0,381709.1709469715
2092,398500.0,224801.9525681194
1620,208000.0,168517.38485746086
19823,2320000.0,1348946.1275393711
10878,420000.0,554623.1089593312
219,467000.0,542723.7258824771
9246,475000.0,357204.8859937852
9770,831000.0,658410.9052577717
13175,670000.0,425200.89713760186
17653,585000.0,646777.8905232651
6818,580000.0,611080.2632857366
8505,225000.0,281549.1005516071
10650,415000.0,352485.3405703576
14887,710000.0,626547.5976744071
12384,570500.0,406260.00678767543
6086,330000.0,380592.192851712
3256,1210000.0,1112650.9382120967
13669,375000.0,396842.87058455683
21361,472000.0,713959.2091225721
4934,672500.0,695014.0384322964
15342,223000.0,291597.927290177
9552,788000.0,692583.3784006415
12530,740000.0,641072.009641068
21287,625000.0,640072.6073729722
20823,1490000.0,1066987.2252227766
19682,720000.0,782480.2921714475
4035,2150000.0,972119.5026391037
6527,450000.0,615913.1507118838
2357,305000.0,219212.3780607665
9441,680000.0,808997.7218213901
19729,600000.0,975013.7494494906
12,310000.0,462398.3082558131
20563,1240000.0,1491582.7665232746
12031,415500.0,264030.29797819816
5799,445000.0,328798.13900621515
11322,1170000.0,800812.2113940725
13845,430000.0,484381.0494065406
8179,475000.0,346487.2967242077
2017,580000.0,458548.59986769967
13396,770000.0,597556.4763381658
18192,345000.0,397559.26316922903
10406,353950.0,680430.6510410607
18163,660500.0,764408.0648726132
366,673000.0,723776.9179807547
998,189950.0,333015.3751087822
20004,718000.0,560754.1887920527
13858,199900.0,305111.3100469662
16225,1200000.0,1614294.2730605872
21267,400000.0,499176.9566911282
16759,518000.0,646309.9146547308
16579,256500.0,383588.1926793549
20898,808000.0,841806.3142203726
11705,310000.0,171417.45226295292
18910,734200.0,722723.6918234257
9741,354000.0,509562.95774765685
15906,427500.0,649933.4345478443
21271,320000.0,377601.78426220454
3316,410000.0,380866.42253035214
12053,585000.0,622782.7727399943
17224,315000.0,455191.6552700121
12231,887500.0,1336769.0650851633
2582,965000.0,1102983.0332159894
18978,485000.0,621388.3633584017
2090,502000.0,382681.562162688
2509,526000.0,352305.1430768296
15943,305000.0,369670.07406153344
4495,150000.0,213851.48708398547
7100,680000.0,450178.12467675656
18116,321000.0,301075.5122911548
21079,294570.0,269919.89995982964
19958,950000.0,621989.711379284
17980,2030000.0,1638502.2573392438
4879,825000.0,783598.9862267412
19122,250000.0,119720.35915963724
1799,465000.0,385370.14157523215
11103,289950.0,488087.45130283013
6178,769000.0,778882.5945581654
14265,229000.0,254194.1465635635
17359,725000.0,607928.8956674775
12583,635000.0,764111.5882708626
3945,480000.0,490425.5071517732
11305,1050000.0,881538.0590441171
15125,690000.0,816335.3266126951
4066,565000.0,492880.8277491871
18894,316000.0,384699.5245859884
7538,160000.0,187954.9484013794
4330,330000.0,266932.6822117632
4401,1090000.0,1108278.274425013
7655,702000.0,657392.9147302965
9977,370000.0,465682.2664047424
11456,300000.0,494532.99749621004
18572,299000.0,382586.6270985706
5855,775000.0,609888.0797172403
17080,988000.0,856555.745169593
15388,270000.0,435686.72425313015
4288,183000.0,130443.61264887825
9348,465000.0,766341.5142663112
9736,292000.0,394242.3455529595
6589,230000.0,242861.1121326713
21187,308000.0,182744.16231986787
10220,292500.0,246567.38112130668
18458,455000.0,436142.50461458415
13555,334500.0,417487.2393254554
20002,475000.0,216765.54826457705
4040,619000.0,550346.425314201
5380,695000.0,499513.23384532705
18434,780000.0,594726.3294719784
17836,245000.0,376763.36693943106
11674,255000.0,354751.650518232
1884,150000.0,248987.20211928617
17671,505000.0,502374.2649206966
19497,380000.0,271532.36868217867
9453,695000.0,804864.8557362678
14057,365000.0,609887.8546920829
7121,500000.0,425590.7962118983
10162,235000.0,390351.011774404
2158,665000.0,499978.3803187655
12328,325000.0,453938.5735382391
4750,280000.0,184853.90904906858
1474,280000.0,543629.3991342429
9940,635000.0,777188.3438445358
15732,300000.0,554601.8536479371
9586,563250.0,289498.259061615
16255,265000.0,528478.3249106472
11478,419000.0,355774.3188982643
7277,295000.0,178839.06662566494
14647,1380000.0,843828.3243967732
15643,455000.0,429047.1706698714
3488,324950.0,363886.45662552025
5805,535000.0,470546.29152986035
4694,599900.0,501454.83180733304
5521,289000.0,301666.0231454512
6052,730000.0,957944.7152255597
2750,352000.0,307766.80807518587
20161,995000.0,1035555.7346808128
10622,692500.0,899132.1498597134
16252,1950000.0,1109205.0022212975
9470,279000.0,352232.52778811567
20946,280000.0,393435.1145231649
12055,655000.0,586440.9034543214
9442,350000.0,532254.9027202604
14568,412000.0,360126.9502763627
12922,275000.0,458923.00808452256
218,1070000.0,1162582.332813371
8974,482500.0,246972.33450742718
18874,381000.0,304757.1661066618
15274,605000.0,446152.1621480603
2489,353000.0,587360.1066569248
12185,170000.0,389911.5440346729
723,636000.0,506379.0511248121
9290,490000.0,355747.61420788895
5233,545500.0,520681.84302640427
11410,560000.0,531982.4649327239
1523,170000.0,111466.5622055959
19773,399000.0,266712.5623150943
9914,1320000.0,1226385.56400464
11202,443500.0,485028.5263430625
11539,339000.0,206198.3824358862
2459,674250.0,732017.269584883
18178,369300.0,328940.7721099071
17898,430000.0,164178.0236363383
17360,840000.0,769569.3116271822
20779,240000.0,354299.5312333293
8150,567000.0,515895.9292205842
21168,630500.0,479047.091973505
20648,524225.0,713608.1216599979
1479,701000.0,727069.8943116805
19344,151000.0,-86215.38054884784
13146,788000.0,919552.1489727627
10743,371000.0,536417.262868355
2604,525000.0,357363.04963590764
16553,320000.0,529567.2478514146
875,1100000.0,720206.3460164331
13566,806000.0,951282.5338640194
21097,780000.0,816431.5522995228
20573,305000.0,354445.77748708334
17072,415000.0,507050.2290039323
19333,400000.0,528707.637928064
20718,480000.0,383828.15254515037
18306,440000.0,775183.6416436471
13473,257000.0,282658.53518794384
15068,464000.0,317731.9087094264
11009,350000.0,443642.13376652263
12620,669888.0,731421.6980970781
13644,898000.0,748791.230967504
5323,319950.0,435249.1241129413
18516,849000.0,811767.8163008466
15601,275000.0,348948.4912729403
10564,195000.0,379793.913564655
13082,358000.0,226674.62068439927
3302,289000.0,58881.95364534389
9383,275000.0,363288.8803831097
15244,667500.0,578109.6031997148
8560,324000.0,275614.8233081
8852,291000.0,341110.62819462456
13463,840000.0,1094910.071789748
9846,304000.0,314824.57026190124
13695,300000.0,563047.3026645463
12470,257000.0,519538.2161050979
17656,598555.0,790762.6109986398
17002,965000.0,1018348.0083547067
14840,1070000.0,1099342.6299901437
11969,249000.0,193656.44322726782
9298,565000.0,531157.8846369451
15731,715000.0,854058.5134448903
17629,1100000.0,946829.1507521858
16686,305000.0,137751.75751493685
16642,712000.0,828502.7711938582
15812,294450.0,348062.17410655133
5641,212000.0,294907.17026773375
8082,710000.0,581835.6817333121
7955,299950.0,313536.4484440321
6893,900000.0,891252.2263173312
19606,335000.0,416928.0585015416
15408,398000.0,379839.55900751613
7760,174000.0,246782.1006800197
6193,450000.0,512133.743107534
21219,879950.0,722309.6356834779
2345,495000.0,689931.1077180905
7781,430000.0,757025.4991233936
19905,500000.0,485837.41913320683
18359,332500.0,272993.1163495267
10665,1010000.0,1231681.322761815
1861,405000.0,630270.8717734674
21236,288790.0,191031.7738074893
12284,624000.0,678653.3797851652
4115,550000.0,485994.7516935142
6648,400000.0,618221.3731223522
11286,278000.0,289813.4721549712
15433,546000.0,795834.1673128065
5821,435000.0,421297.193958465
12708,475200.0,430775.7394683324
18612,460000.0,497920.85113515425
17335,580000.0,458098.8959068991
7972,268000.0,417802.4417546466
3851,210000.0,338819.00748595595
775,420000.0,600841.6252130782
15765,525000.0,904872.2393216211
20107,310000.0,447018.5525876153
7212,243500.0,505957.8137364965
16696,405000.0,570425.7170060901
10394,405000.0,595951.1103545772
3814,532000.0,490197.70877440274
17168,379950.0,206768.07855417207
20743,355000.0,241072.79207788035
2420,754800.0,629006.1916630268
18948,910000.0,786798.4589199638
20625,1060000.0,1071971.9043514635
15519,242000.0,191084.31189508364
2202,340000.0,549702.9801423727
230,655000.0,1391337.4623433454
18240,712000.0,883600.2490762062
17515,545000.0,416531.9402313037
18614,405000.0,403359.2718006382
12365,1550000.0,1675926.5739545226
11246,300000.0,415270.44176125433
11045,1120000.0,1258668.715956943
7967,687500.0,198656.33238536306
21035,605000.0,649072.4719898636
8053,1250000.0,877752.5390264615
2861,443000.0,384245.7833353989
17928,428000.0,414664.48111183755
6997,433000.0,375460.36029468384
8402,248000.0,233357.75559006725
9012,259875.0,343039.09725780785
2462,703000.0,555082.5350535875
488,699900.0,729449.614491757
888,374000.0,265909.5005222084
20640,795000.0,842365.1902330453
7688,404600.0,583112.2542166775
4800,274000.0,659233.7306315247
19867,400000.0,225862.44910988118
14794,270000.0,305310.599589156
20929,600000.0,440834.01736593526
10776,998000.0,738675.4526498877
16302,3710000.0,1676919.0822293041
11598,1200000.0,1258201.2342764605
7598,539950.0,339149.6894669598
13556,370000.0,599486.4106287919
11342,343500.0,514533.3475678209
16112,180000.0,295373.15788961574
20210,570000.0,722389.4535869267
12177,595000.0,343618.3380449759
2395,995000.0,734693.5158227999
2156,410000.0,536490.8524629166
4487,340000.0,591146.5958456285
21027,535000.0,280215.03875606786
319,268750.0,120309.44052215759
15132,635000.0,693997.6458531069
1195,632000.0,491132.87023906317
10591,392000.0,603920.1118681002
3860,645000.0,514961.9749819441
19004,365000.0,329390.36591608636
18133,762400.0,768313.6942945775
12348,400000.0,377654.12868687324
17731,425000.0,519045.52143944986
11900,435000.0,425438.12605125736
5292,294950.0,194309.7958122231
10649,435000.0,293243.9031319134
4057,650000.0,701505.204376759
1876,850000.0,727429.3273262158
9505,525000.0,354262.7345411787
6151,407450.0,397892.0301102493
7800,615000.0,539372.7297574943
664,323000.0,232786.79628214892
5285,460000.0,339843.6423755726
10752,200000.0,27098.457373122685
6624,242550.0,472443.85863360297
14789,240000.0,478777.28246623743
9943,689000.0,688154.8604305154
5655,378500.0,298764.81108757295
18645,575000.0,420129.47806456964
12592,671000.0,720521.0996043393
752,447000.0,369848.80881315935
1981,562500.0,691161.3609276321
8336,500000.0,307465.5218031779
15399,655275.0,481954.92313774116
9277,715000.0,789339.7716786861
20341,830000.0,802492.694449421
9322,2580000.0,1535547.8893387988
16718,415000.0,449838.81237005256
5916,170000.0,270280.64041944966
13838,280000.0,361908.71545529924
16106,1430000.0,680407.6105210884
5370,572650.0,529687.1096776966
6055,270000.0,237964.01648304518
9406,380000.0,272386.99557308946
19136,227000.0,63052.54525591526
20474,379000.0,414790.62853888236
1994,430000.0,343417.99653995875
8888,405000.0,327197.7006357815
4379,1050000.0,1090771.2137050899
2383,650000.0,1200016.7678697687
18241,510000.0,586806.5010153614
20361,609500.0,354608.6802018285
4144,701000.0,759965.0581307178
16534,485000.0,430690.4429731043
2531,340000.0,532629.669194635
21250,429900.0,521319.81945640687
19285,208500.0,222278.46929631196
8351,510000.0,536571.7611842416
20084,809950.0,887802.7294628229
20867,299000.0,335871.22136649955
12476,222500.0,198760.85166571662
14532,443000.0,387978.90715288
9660,657500.0,771691.6950439224
14700,1040000.0,1155705.0952049447
8687,700000.0,452649.3789021736
18230,235000.0,375154.94401238114
7010,465000.0,365083.858205474
19639,399000.0,410441.425162076
2291,522250.0,567538.8207116257
14762,530000.0,773690.6053684419
16152,350000.0,177638.84273885377
8346,325000.0,205979.99301608466
11733,295000.0,175074.346070325
1057,699000.0,427172.3791397214
14264,429000.0,520593.60508212354
1438,907000.0,587340.6087136604
14107,442500.0,522597.3078070674
9800,240000.0,242843.49105388578
11666,650000.0,541558.8127205754
8412,445000.0,379019.2667327039
5503,657500.0,222598.02057797462
16925,358000.0,225128.3356391918
9075,765000.0,859338.9517601132
12881,560000.0,496412.86451447196
18246,349500.0,364612.0083599128
4422,475000.0,499144.01440539956
7129,360000.0,379080.58337075915
11076,425000.0,908387.6637045648
3468,535000.0,503366.7093006568
10853,580000.0,737703.4918369129
5319,449950.0,575473.2561642816
12822,343000.0,291290.4047188852
16059,530000.0,500616.51940136775
4991,385000.0,228519.9309881609
7887,439000.0,392027.38962745294
19932,820000.0,665670.4461773885
17522,605000.0,642434.9752870696
20616,300000.0,495642.5520584956
12622,518000.0,357214.93393112626
12159,418000.0,555912.366571282
4631,641000.0,708301.0789321698
4109,198500.0,231025.91562216822
5438,340000.0,51001.59247312136
18462,219200.0,392052.15408323053
19724,780000.0,825988.8378211753
2461,1700000.0,1527856.1157025248
8750,445000.0,523583.3164391257
10491,435000.0,478478.26865584496
11010,522000.0,412219.65050851926
17440,337000.0,366400.536333926
4831,339900.0,603481.8002574528
5514,421000.0,639241.448842477
10868,392500.0,456559.5669456916
7546,317000.0,284028.36615994014
18547,450000.0,579007.5702947825
2813,157500.0,197573.50033210497
16250,534000.0,438336.690382204
12688,610000.0,289567.82583191805
505,240000.0,248175.89861290623
16865,558000.0,426019.4141197996
20906,274900.0,268696.08475227375
9929,640000.0,672793.6046777852
19853,318000.0,297495.6769048553
7,291850.0,274170.56551206857
13500,372000.0,385859.8203375051
19731,442000.0,1155674.103044305
21575,399950.0,641637.2540737027
4595,390000.0,304744.05210723355
1748,451555.0,454814.1176372459
1133,1280000.0,1305142.819434966
14184,599000.0,605282.152331043
15464,295000.0,298764.6475725183
7420,275500.0,161877.62072181609
15945,680000.0,910882.1296586618
17636,418000.0,409318.6850925479
18622,515000.0,419160.96634036023
2783,359950.0,305250.08827045
14482,425000.0,457855.32269502524
7591,415000.0,198056.13185042236
2743,388000.0,672474.294280842
5111,492000.0,559703.1479546167
10623,925000.0,742068.5908008693
1524,405000.0,424184.8198956726
11437,440000.0,243152.97544608824
845,352000.0,492953.42892995477
16984,339000.0,268859.9325899342
8730,380000.0,502410.3868301194
4965,340000.0,336498.8532507038
6045,2200000.0,1347806.5165866558
11971,395000.0,686969.3996477583
9058,348140.0,505500.92953590024
2910,510000.0,365855.7479579076
10889,435000.0,543593.3723329045
1467,440000.0,362091.6019863775
4434,610000.0,600270.5103198709
5225,299000.0,243180.53640516754
19746,889950.0,733784.0941002201
9641,330000.0,-20898.529387786053
17203,707000.0,817134.7838236243
6137,325000.0,293985.87865646556
7851,335000.0,337074.1765484009
4819,375000.0,259606.08168405946
7994,305000.0,368610.2059551161
9346,598000.0,756507.046512018
4623,1130000.0,1346782.773535111
11587,385000.0,123532.43680833932
9938,352000.0,522067.08447559364
7982,520000.0,397400.1022110777
20383,419700.0,356136.44726725295
7488,441000.0,496837.1788860252
5190,772650.0,610351.3067501159
21020,450000.0,380358.9778398294
17996,253000.0,264186.63258335367
4592,851000.0,946584.3476833142
5361,554000.0,469775.43538363
10310,370000.0,374672.142559072
10324,535000.0,380657.57105979975
19500,465000.0,298931.15695934
4355,525000.0,406795.30942655355
15178,972800.0,1083060.6882625353
7729,340000.0,265825.44332907256
6204,314000.0,366332.1598804826
19050,811000.0,691466.7467443384
8953,684000.0,577442.7620734023
8641,312000.0,741087.1269416222
18619,640000.0,636494.2309534512
7243,444000.0,641338.6637188094
7405,564000.0,601424.3606921025
20105,399950.0,442590.27537279204
20761,739000.0,746372.6568490863
17032,303000.0,427169.7934944248
16435,539000.0,548950.4392487472
1289,325000.0,724880.9147249646
13004,490000.0,547064.7764329491
17847,275000.0,226975.63693871442
16069,535000.0,672979.0009401627
19879,909500.0,1206371.1740874145
15555,175000.0,316223.60358009674
560,460000.0,425147.324710628
18299,452000.0,515215.4523217445
8461,140000.0,224696.3896998735
6072,1100000.0,947997.9341431772
11785,232000.0,156421.94339866936
16162,915000.0,382935.1312328484
8840,485000.0,489773.5451189447
2956,1200000.0,975527.5917767333
7274,440000.0,287806.0509276092
2438,985000.0,760501.3489928693
4239,384400.0,460118.9799409043
6761,269950.0,316862.5180271445
7983,432000.0,720748.1250008531
1624,750000.0,913148.2811120972
19079,443000.0,382233.02966017276
4022,430000.0,388693.59488786757
6676,279000.0,340334.2237742916
20430,659950.0,701808.6458122646
18017,477500.0,427679.0353004569
7604,445800.0,387494.4859070983
18649,550000.0,401244.86715774424
13718,220000.0,311984.2593583418
12146,195000.0,114652.34624229837
19920,411605.0,643670.3301030286
6113,590300.0,576424.2200312614
5693,294010.0,310397.6623648098
6687,350000.0,353151.16900524776
257,315000.0,329900.37970202416
9851,890000.0,678253.329564698
10493,425000.0,260189.35506068636
21072,637850.0,862614.962893947
21235,679990.0,631473.3456517374
7331,340500.0,413375.1095688483
6871,217000.0,245185.09309356567
14488,272925.0,323975.1103995936
18407,822500.0,694033.5556453262
6126,589950.0,649554.1501913322
15907,339300.0,239247.1648742985
2535,595000.0,592138.6453360654
20148,660000.0,719162.2490039952
7406,425000.0,711399.3574835183
10351,465000.0,562055.9092886345
15646,368000.0,680240.8899433026
11784,240000.0,504199.43411927205
14060,397950.0,552806.7769638225
8496,880000.0,695019.5935098203
2181,1550000.0,765885.4593661316
7050,239999.0,431158.82760917954
17109,712000.0,666851.4099684646
12363,417000.0,479939.82911047153
794,210000.0,154467.8867515307
19105,463000.0,310641.4969166601
19756,385000.0,282914.6024140138
7275,485000.0,458586.93674221635
14214,350000.0,502349.4841644345
19924,380000.0,373307.52217344847
5750,525000.0,373996.5538006248
15745,912000.0,1087392.124007618
11274,205000.0,247178.1878727181
15645,267000.0,265785.2233155798
13689,362764.0,226271.09165961668
20639,560000.0,568326.0499757957
503,1200000.0,836684.273931724
18384,660000.0,809180.6889034864
3599,488250.0,393982.3688957142
1893,915000.0,993023.4251779402
16814,150000.0,274360.6639375882
7748,500000.0,459614.9924493991
5816,153000.0,257204.23071628436
11626,440000.0,243490.88122514077
20199,430760.0,511798.1324229548
10541,1170000.0,867622.4530348675
18138,744000.0,889705.1810290515
8264,315500.0,213913.0353375459
5318,410000.0,355925.7387424987
1984,310000.0,363221.0229935935
7798,488000.0,480474.4931655526
13163,1250000.0,1085796.8182445206
17242,629950.0,501868.3318680562
385,799000.0,652238.1278528702
13560,290000.0,401145.24312024936
17083,503000.0,454676.54242735635
14342,445000.0,484297.000085745
15756,525000.0,457224.79884419125
5053,735000.0,377462.9470646279
12107,405000.0,354298.4228317877
16767,605000.0,646216.9715001732
1340,445950.0,304510.7928073462
9759,560000.0,534255.826342158
5415,798000.0,752569.3023523912
5463,352500.0,307275.54859523475
18654,280000.0,178590.11776756868
5339,350000.0,283761.72143266536
10360,340500.0,974603.9501885511
760,565000.0,539981.518852978
6942,565000.0,598267.342649118
14070,920000.0,673508.5110879615
14156,329950.0,246914.02186661772
21538,324000.0,150100.44288621563
861,565000.0,270480.6482553892
8222,2190000.0,1345855.1370689655
9866,523500.0,476895.7098015165
13405,781000.0,752723.1596316444
12002,389950.0,306227.84038120415
12499,375950.0,408627.1223123949
2297,342000.0,496291.07921177335
17173,435000.0,716240.8192337062
18290,397000.0,151580.00773236156
3148,781000.0,578995.1306525571
18976,579000.0,668563.7822191976
7840,328000.0,318071.335385059
19976,459000.0,390675.81046872213
10818,318000.0,353320.23352252785
5105,549000.0,577273.0972448969
4914,455000.0,521956.579345379
5242,397450.0,598671.7630540002
17277,220000.0,297571.54500222486
6215,364000.0,429139.1261929907
19965,268500.0,174100.58566688746
13869,1890000.0,1179487.6594489207
16349,743700.0,845181.5566242682
6028,975000.0,854377.6815035846
7695,394000.0,465497.9342309134
14127,868500.0,636876.6339742625
19659,535000.0,420803.0291711474
8553,224000.0,309052.95566898957
13687,597000.0,796643.9959782716
4946,312500.0,492969.9304677341
6773,809000.0,454671.21589447
18123,243000.0,206452.74387245066
2298,900000.0,1190328.0103112506
6605,354000.0,280973.9968436742
17977,311000.0,457622.789512177
8242,675000.0,548757.5468055699
14431,735000.0,695023.7541067619
19342,465000.0,603689.4782823017
1579,605000.0,601198.0456132079
8041,1440000.0,1213242.3077056445
7321,355000.0,438736.135348022
7450,597000.0,609110.6979358476
6619,515000.0,595255.9326276751
14784,273950.0,395184.85097774584
1310,556000.0,1136043.080823169
19614,370000.0,851127.311483237
7446,277000.0,327948.7024986865
12503,450000.0,891462.1436357312
12869,399950.0,496527.59170775954
3684,535000.0,709833.1212617178
13222,243800.0,34459.88486625999
10867,750000.0,667316.8964112168
48,450000.0,339422.545629384
18376,235000.0,353951.58146326244
14207,305000.0,268041.62971559167
613,695000.0,705939.9188249316
4506,303000.0,222757.32337821275
14250,185000.0,166783.2506037429
9412,270000.0,332650.6617072923
12262,330000.0,373931.94111888856
17421,179000.0,153442.95217713155
10287,196700.0,311527.0580919618
321,520000.0,555172.0590301594
16223,277554.0,449962.70322214626
18121,515500.0,734048.3966561705
1469,652000.0,489712.5439963173
11019,450000.0,475301.6259367019
8003,860000.0,717060.7205955014
11304,329950.0,402510.8247401742
15933,525000.0,422506.83482747246
9333,1340000.0,1189646.054158507
19155,190000.0,172965.56776937377
17495,210000.0,252693.17695161514
10865,310000.0,463253.98293965124
3318,445000.0,385539.7168205781
18626,1050000.0,1288767.4657714935
8831,1010000.0,629490.959283011
9637,505000.0,415986.3607624853
1985,500000.0,738629.3934045192
20565,350000.0,451218.276376199
14171,179500.0,106761.62050670385
11431,282000.0,299142.20934872143
10293,254000.0,157272.55432129558
7364,749950.0,868514.089219667
11397,499950.0,449204.6345481491
3549,652427.0,653991.4545634203
5036,280000.0,272291.99753659964
20895,850000.0,774778.4034813745
774,390000.0,297302.4543868322
11138,825000.0,740079.9234356619
20750,370000.0,233149.43955907412
7031,424500.0,354846.9986804817
9953,616500.0,508810.04997038003
7320,525000.0,654271.6016298113
20320,385000.0,287802.7240483742
19848,1710000.0,1159982.7104416294
12809,335000.0,594370.6624011854
19736,1680000.0,1291504.8231403576
3182,395000.0,409918.18351884093
5831,970000.0,1141380.8744326234
16440,667400.0,642757.0499804448
17202,525000.0,270334.6405503368
13447,860000.0,557050.9968826724
6147,510500.0,304960.782841539
3259,580000.0,691988.2837120946
18489,403500.0,518615.5440972429
4134,292000.0,551777.3467935631
130,212000.0,194857.15955542028
19658,839704.0,855857.6635023374
8367,370000.0,875057.0956049887
620,260000.0,398910.38666197844
2664,670000.0,707046.975666251
9521,615000.0,414603.0926494347
14963,805000.0,635678.1649509072
3907,220000.0,171230.57668524515
14882,353000.0,122938.78924288321
4538,195000.0,154397.28832515515
7155,250000.0,299273.56817210745
12402,355000.0,510922.32705138344
134,675000.0,639181.0892431019
9592,476100.0,291349.3812758643
2323,552500.0,355915.1866647061
18249,395000.0,741210.1344550364
14135,260000.0,458975.89450904354
16989,975000.0,942448.9929760043
13878,499950.0,431339.6050463347
11621,565000.0,514300.5908592604
11428,464000.0,439345.5121096736
17559,355000.0,485205.30785102583
16484,469500.0,314987.852420941
1834,189650.0,138029.5902764164
16580,1810000.0,1267491.491433125
18190,400000.0,467852.149870757
6869,312000.0,293341.15104750916
14301,355000.0,278282.3284708336
6785,585000.0,693204.7864414239
15486,335000.0,522593.6571466895
20795,450000.0,264910.7894966239
51,345000.0,716710.2785303891
14980,935000.0,1165194.9896078734
20712,600000.0,617040.3690339224
17999,540000.0,560519.0458745752
7535,292500.0,396621.4735905118
1725,368000.0,462766.9734738292
17279,350000.0,258186.6558728069
8316,725000.0,613298.2556639388
4884,330000.0,558488.705772195
12276,650000.0,280719.1890499797
16520,1180000.0,517544.7091836296
8276,440000.0,478057.2988113547
20506,305000.0,179345.56854981277
7584,205000.0,243362.21666284744
3939,425000.0,267857.75261117704
17356,905000.0,1025625.6854489297
7902,463000.0,214235.66982482374
12169,400000.0,684632.763075049
3232,475000.0,452820.76905109547
8718,373000.0,311707.97749262676
2103,583500.0,505131.330699563
3972,375000.0,581790.5407426981
15050,628000.0,722627.8955233758
2238,315000.0,396074.67499217205
12987,324950.0,251939.2483492773
5198,813000.0,597086.2205908755
20521,499000.0,358360.59604599886
10852,580000.0,454848.38550469466
11360,198400.0,243453.60619019158
335,260000.0,313435.1748449346
2198,399000.0,600105.2433141544
13957,420000.0,454000.03434788436
5243,382000.0,555776.6982820686
5584,272000.0,309363.2270053923
14158,307000.0,250401.11927441787
12049,270000.0,283869.6163675934
15805,468000.0,321840.02413724177
20469,664950.0,532255.870135013
14251,196000.0,247921.4331080122
14899,1040000.0,1371632.1230128054
7214,369000.0,479171.6949640354
4502,618000.0,437197.15236041136
10834,812000.0,749308.1453418015
20805,469000.0,225244.6633108463
12360,488500.0,343145.666088406
13078,815000.0,866023.6370910807
11476,265000.0,382023.37671303004
15150,270000.0,545975.2371298904
18326,215000.0,446687.7770771254
20332,375000.0,384637.1290691206
17743,665000.0,745770.8304196149
9168,353000.0,492083.31139995717
15282,364500.0,263868.86839084234
13615,210000.0,337845.8329591006
17845,249500.0,172043.26079394575
8204,269950.0,333142.42991953995
19931,408000.0,429136.9326398205
13109,525000.0,408593.4390848642
2011,305000.0,179459.35695105232
17876,540000.0,524947.6718732156
20013,245000.0,100488.26047356986
16136,1320000.0,848988.2148320917
10259,305000.0,436221.65027682204
5796,699950.0,889552.1859637005
18483,543000.0,505234.7515340084
6472,362000.0,419132.67274997383
14346,660000.0,596574.3499974655
435,749000.0,602439.2065699445
18282,330000.0,719160.1863105027
4340,561500.0,528767.7526266128
17051,190000.0,306370.3758948939
4655,390000.0,629748.2716842256
16126,550000.0,737015.3414984914
13197,658500.0,417282.87526078895
10431,495000.0,472234.3744012881
12657,1270000.0,872367.1713645961
249,481000.0,421910.79033378605
18549,223000.0,277429.07986360975
1792,225000.0,155893.63371919096
16264,315000.0,351433.878267372
8892,698000.0,657024.27252346
20601,540000.0,419527.9751810469
787,460000.0,337942.95454340056
10178,251000.0,313557.79599561077
5966,637000.0,571732.1720985891
20709,440000.0,321437.7091457527
7222,380000.0,471701.43132730294
308,550700.0,379669.8280168148
17853,420000.0,637294.1572407316
397,365000.0,535411.9486543881
1476,400000.0,320982.6740320893
17074,251000.0,433201.0905700214
13663,360000.0,402042.2551017739
5559,539950.0,526591.0821881499
11799,365000.0,358281.3588704029
11191,394000.0,397850.8312521493
15776,546000.0,254478.38353125378
5378,419000.0,745520.9161919188
16130,680000.0,341840.6905352259
14121,680000.0,625241.196883494
20018,445000.0,252667.5560692409
6831,350000.0,892315.4444583049
16766,615000.0,753062.6133134887
19071,665000.0,451671.2908639442
13904,265000.0,618981.4958924912
3706,286000.0,189138.39931764174
9812,650000.0,870082.2844564058
2652,872000.0,1047126.6883944469
18405,675000.0,531468.212642041
1416,241000.0,300672.9468166204
8344,452000.0,1251564.818905307
15273,399950.0,287818.36964652594
17808,455000.0,360140.8790552523
6459,377000.0,461165.5676752217
10518,150000.0,301440.3679676028
11780,289950.0,194404.3610340571
13915,270000.0,291640.6904272465
8755,305000.0,127672.12325240579
6924,417500.0,408969.1603678698
20284,345000.0,301361.65673881676
12610,190000.0,151866.56937174127
7870,680000.0,523762.19375628233
20621,359000.0,323979.00682084356
11179,477000.0,427597.5345357992
11098,435000.0,420606.7996223094
1831,469000.0,426551.37477075215
15472,915000.0,920482.7321067145
980,280000.0,519313.0181250479
17655,746000.0,761570.58952568
9825,306000.0,347399.6300429385
