,index,id,date,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,year,age,price,predicted
1043,5370,2541100050,2014-07-31,2250,11349,2250,0,1991,0,98034,47.7111,-122.23899999999999,2110,9964,7,2014,24,"$572,650.00","$529,687.10"
1044,5378,2781200010,2014-10-10,3010,9155,3010,0,2005,0,98038,47.3542,-122.027,3010,5762,10,2014,10,"$419,000.00","$745,520.90"
1045,5380,6421100502,2014-09-15,3290,14134,1870,1420,2004,0,98052,47.6708,-122.14,1970,11470,9,2014,11,"$695,000.00","$499,513.20"
1046,5408,4322300010,2014-06-06,1970,9600,1300,670,1967,0,98003,47.2824,-122.301,1710,7703,6,2014,48,"$294,700.00","$439,803.20"
1047,5415,2568200170,2015-03-11,3220,5934,3220,0,2006,0,98052,47.7076,-122.101,3100,5934,3,2015,9,"$798,000.00","$752,569.30"
1048,5416,9545250010,2014-11-07,3270,9578,3270,0,1993,0,98027,47.5373,-122.051,3120,8784,11,2014,22,"$785,000.00","$834,142.20"
1049,5423,7955040080,2014-11-04,2330,8000,1550,780,1972,0,98052,47.6651,-122.14399999999999,1750,8419,11,2014,43,"$665,000.00","$441,380.00"
1050,5427,3528000545,2014-08-15,3090,67518,3090,0,1988,0,98053,47.6674,-122.046,3200,65775,8,2014,27,"$844,000.00","$944,985.90"
1051,5431,9465900500,2014-06-17,2830,6536,2830,0,1989,0,98072,47.7462,-122.17200000000001,2710,6954,6,2014,26,"$605,500.00","$804,508.60"
1052,5433,3885808005,2015-03-05,3930,5500,2910,1020,2014,0,98033,47.6802,-122.208,2040,5115,3,2015,1,"$1,740,000.00","$843,325.60"
1053,5435,6840701150,2015-03-11,2480,4400,1640,840,1919,0,98122,47.6046,-122.3,1940,4400,3,2015,96,"$540,000.00","$605,637.40"
1054,5438,3980300020,2015-03-10,670,23522,670,0,1968,0,98024,47.5329,-121.89,1880,20270,3,2015,47,"$340,000.00","$51,001.60"
1055,5439,1923000050,2015-03-30,3930,12719,2540,1390,1974,0,98040,47.5631,-122.213,3600,15909,3,2015,41,"$1,250,000.00","$1,235,411.20"
1056,5440,7215720250,2014-12-10,3160,13063,3160,0,1999,0,98075,47.5996,-122.021,3350,14213,12,2014,16,"$693,000.00","$914,384.50"
1057,5452,422000010,2014-11-06,1580,5250,1580,0,1954,0,98056,47.4964,-122.16799999999999,1180,5940,11,2014,61,"$299,950.00","$360,553.10"
1058,5453,826069127,2015-04-06,2100,43560,1330,770,1977,0,98077,47.7511,-122.072,2100,43560,4,2015,38,"$483,000.00","$543,238.30"
1059,5461,3221079069,2014-08-15,2770,98881,2770,0,1991,0,98022,47.2568,-121.95200000000001,1830,74923,8,2014,24,"$475,000.00","$726,093.50"
1060,5463,3500100078,2014-06-11,1170,8182,1170,0,1962,0,98155,47.7368,-122.29799999999999,1610,8183,6,2014,53,"$352,500.00","$307,275.50"
1061,5464,9493200010,2014-06-23,1270,8400,1270,0,1955,0,98011,47.7604,-122.198,1390,8400,6,2014,60,"$347,000.00","$310,147.00"
1062,5466,6061000010,2015-05-04,2230,50094,1330,900,1977,0,98092,47.2576,-122.09899999999999,2230,40770,5,2015,38,"$323,000.00","$525,453.60"
1063,5469,7577700440,2014-05-28,1100,4600,1100,0,1917,0,98116,47.5686,-122.385,1200,5175,5,2014,98,"$450,000.00","$421,360.00"
1064,5476,408100050,2014-08-27,1360,5900,1360,0,1949,0,98155,47.7512,-122.318,1050,5900,8,2014,66,"$329,950.00","$315,976.90"
1065,5485,8645501330,2015-04-21,1420,7480,1420,0,1963,0,98058,47.4651,-122.184,1720,7700,4,2015,52,"$255,000.00","$336,395.90"
1066,5488,9533600185,2015-04-01,1700,8534,1700,0,1953,0,98004,47.6276,-122.205,2100,10443,4,2015,62,"$985,000.00","$439,458.20"
1067,5494,1425059180,2015-03-24,2470,11603,1540,930,1988,0,98052,47.6569,-122.12299999999999,2850,11250,3,2015,27,"$736,000.00","$715,832.00"
1068,5495,1310440280,2014-07-10,2700,6515,2700,0,1998,0,98058,47.4356,-122.11,2900,6710,7,2014,17,"$426,500.00","$717,445.70"
1069,5500,855700170,2015-02-25,2240,8322,2240,0,1979,0,98034,47.728,-122.206,2240,6448,2,2015,36,"$482,000.00","$566,986.90"
1070,5503,4151800420,2014-08-15,980,6002,980,0,1942,0,98033,47.6643,-122.20299999999999,1150,6054,8,2014,73,"$657,500.00","$222,598.00"
1071,5514,238000244,2014-06-17,2890,21780,2890,0,2000,0,98188,47.4326,-122.286,2120,8117,6,2014,15,"$421,000.00","$639,241.40"
1072,5521,9406550050,2015-03-30,1490,8628,1490,0,1994,0,98038,47.3643,-122.041,1640,8514,3,2015,21,"$289,000.00","$301,666.00"
1073,5523,8732030080,2014-08-18,1450,8378,1450,0,1978,0,98023,47.3093,-122.385,1860,8496,8,2014,37,"$230,000.00","$417,815.30"
1074,5527,3821200050,2014-06-04,1170,11000,1170,0,1980,0,98019,47.7346,-121.98299999999999,1590,10894,6,2014,35,"$119,500.00","$85,781.60"
1075,5532,3905040170,2015-03-20,2000,7376,2000,0,1990,0,98029,47.5719,-121.999,1950,5218,3,2015,25,"$602,000.00","$491,092.00"
1076,5536,7950300005,2014-05-28,1700,6356,1700,0,1907,0,98118,47.5677,-122.281,2080,6000,5,2014,108,"$681,000.00","$592,810.80"
1077,5538,8944550050,2015-05-08,2080,3920,2080,0,2010,0,98118,47.5412,-122.286,2110,3710,5,2015,5,"$448,500.00","$471,184.10"
1078,5539,623049341,2014-10-22,1030,7260,1030,0,1947,0,98146,47.5113,-122.34700000000001,1380,8100,10,2014,68,"$260,000.00","$227,985.70"
1079,5541,2248000080,2014-05-21,1540,7947,1120,420,1961,0,98011,47.7605,-122.21700000000001,1910,7950,5,2014,54,"$385,500.00","$394,724.20"
1080,5543,5416100190,2014-07-29,2690,9240,2690,0,1998,0,98022,47.1896,-122.014,2640,9240,7,2014,17,"$346,290.00","$601,064.90"
1081,5548,569000050,2014-07-03,2230,8624,1430,800,1969,0,98052,47.6623,-122.152,1970,8402,7,2014,46,"$565,000.00","$585,898.20"
1082,5551,2896000680,2014-07-29,2810,17674,1640,1170,1978,0,98052,47.6745,-122.14399999999999,2400,11240,7,2014,37,"$600,000.00","$671,317.90"
1083,5554,3629970130,2014-07-10,2820,8159,2820,0,2004,0,98029,47.5527,-121.992,2910,5000,7,2014,11,"$735,000.00","$753,141.30"
1084,5557,9238500480,2014-05-23,2430,20720,2430,0,1967,0,98072,47.775,-122.139,2580,26950,5,2014,48,"$465,425.00","$517,790.70"
1085,5559,3630120380,2015-02-05,1670,3507,1670,0,2007,0,98029,47.5545,-122.00299999999999,2330,3889,2,2015,8,"$539,950.00","$526,591.10"
1086,5584,8656300380,2014-05-06,1650,13816,1650,0,1998,0,98014,47.6553,-121.912,1650,15144,5,2014,17,"$272,000.00","$309,363.20"
1087,5587,4028900048,2014-08-21,2150,13789,1610,540,1966,0,98155,47.7591,-122.295,2150,15480,8,2014,49,"$450,000.00","$585,120.00"
1088,5594,3764650050,2014-07-30,2010,4195,2010,0,1998,0,98034,47.732,-122.197,2010,5779,7,2014,17,"$463,000.00","$501,029.40"
1089,5601,4337000285,2015-02-24,1500,8775,1390,110,1943,0,98166,47.4809,-122.335,1310,8775,2,2015,72,"$255,000.00","$318,664.80"
1090,5603,7224000545,2014-08-25,2130,4838,2130,0,1930,0,98055,47.4871,-122.20299999999999,1070,4838,8,2014,85,"$370,000.00","$605,885.00"
1091,5605,3925000020,2015-02-24,1690,9516,1690,0,1997,0,98022,47.2132,-122.001,1850,9516,2,2015,18,"$265,000.00","$278,469.80"
1092,5617,3880900010,2014-06-04,3410,9088,2760,650,1912,0,98119,47.6285,-122.361,3540,7100,6,2014,103,"$2,400,000.00","$1,305,271.00"
1093,5623,2491200675,2014-09-12,1550,6394,1550,0,1918,0,98126,47.5222,-122.37899999999999,1440,6387,9,2014,97,"$500,000.00","$673,914.70"
1094,5624,98020480,2014-08-28,4090,11225,4090,0,2005,0,98075,47.581,-121.971,3510,8762,8,2014,10,"$885,000.00","$1,051,614.80"
1095,5625,8068000585,2014-08-27,880,5600,880,0,1955,0,98178,47.5071,-122.265,1240,7015,8,2014,60,"$235,000.00","$279,930.30"
1096,5640,9521100280,2014-06-12,1250,1103,1250,0,2005,0,98103,47.6619,-122.352,1250,1188,6,2014,10,"$480,000.00","$447,037.60"
1097,5641,7875400050,2014-08-27,1060,9225,1060,0,1955,0,98003,47.3217,-122.318,1270,9375,8,2014,60,"$212,000.00","$294,907.20"
1098,5655,5101405276,2014-06-09,730,7528,730,0,1946,0,98115,47.6997,-122.305,1620,7528,6,2014,69,"$378,500.00","$298,764.80"
1099,5659,9346930250,2014-09-26,2290,9546,1780,510,1976,0,98006,47.5617,-122.13,2360,8864,9,2014,39,"$668,500.00","$565,609.70"
1100,5662,686900010,2014-05-28,2680,28014,1450,1230,1963,0,98004,47.6348,-122.196,2900,22180,5,2014,52,"$898,000.00","$619,277.60"
1101,5663,1310000130,2014-09-24,2020,7767,2020,0,1995,0,98003,47.3391,-122.309,1940,8239,9,2014,20,"$315,000.00","$424,030.40"
1102,5668,8159300050,2015-03-12,3238,9112,1678,1560,1979,0,98198,47.4005,-122.311,3056,9668,3,2015,36,"$355,425.00","$833,993.20"
1103,5682,2115720500,2014-10-23,1680,5000,1680,0,1987,0,98023,47.3196,-122.395,1720,5000,10,2014,28,"$286,000.00","$481,183.40"
1104,5689,4083306345,2015-05-04,2100,4560,2100,0,1912,0,98103,47.6497,-122.336,1930,4560,5,2015,103,"$1,000,000.00","$740,311.80"
1105,5693,2113701100,2014-08-26,1550,4057,830,720,1945,0,98106,47.5291,-122.351,1100,4116,8,2014,70,"$294,010.00","$310,397.70"
1106,5710,8944320280,2015-04-02,2110,4549,2110,0,1989,0,98042,47.3885,-122.154,2110,4030,4,2015,26,"$336,000.00","$554,749.10"
1107,5715,4139400280,2014-10-08,2700,8444,2700,0,1992,0,98006,47.5597,-122.113,2840,9165,10,2014,23,"$765,000.00","$892,247.50"
1108,5721,1448800010,2014-09-01,1740,9370,1390,350,1992,0,98198,47.39100000000001,-122.316,1740,7555,9,2014,23,"$289,950.00","$317,669.70"
1109,5728,9834200440,2014-06-24,1720,4080,960,760,1924,0,98144,47.5747,-122.287,1660,4080,6,2014,91,"$615,000.00","$549,726.30"
1110,5740,2597000006,2015-03-09,1180,8353,1180,0,1960,0,98155,47.7652,-122.274,1710,8748,3,2015,55,"$347,500.00","$307,251.80"
1111,5745,9183703376,2014-05-13,1250,7500,1250,0,1967,0,98030,47.3719,-122.215,1260,7563,5,2014,48,"$225,000.00","$281,807.70"
1112,5749,6744701310,2015-04-15,3830,11972,2370,1460,1981,0,98155,47.7404,-122.28399999999999,3080,12297,4,2015,34,"$1,850,000.00","$1,967,244.70"
1113,5750,3131201310,2014-09-30,1280,3876,1280,0,1923,0,98105,47.6605,-122.324,1420,3825,9,2014,92,"$525,000.00","$373,996.60"
1114,5754,1939000010,2014-06-19,2440,34290,2440,0,1987,0,98053,47.6685,-122.044,2860,38119,6,2014,28,"$720,000.00","$696,924.80"
1115,5766,7893202340,2014-07-21,2280,7500,1140,1140,1963,0,98198,47.4182,-122.33200000000001,1660,8000,7,2014,52,"$335,000.00","$481,832.40"
1116,5768,1939120050,2015-03-03,2460,8029,2460,0,1989,0,98074,47.6262,-122.03,2420,7987,3,2015,26,"$638,250.00","$698,672.50"
1117,5773,6817850050,2015-02-17,3280,25211,3280,0,1985,0,98074,47.6398,-122.05,3280,25211,2,2015,30,"$810,000.00","$1,227,051.10"
1118,5775,263000050,2014-10-31,2160,8809,1540,620,2014,0,98103,47.6994,-122.34899999999999,930,5420,10,2014,1,"$730,000.00","$534,336.00"
1119,5778,2426039130,2014-06-10,1390,10800,1390,0,1941,0,98177,47.7248,-122.359,1390,9360,6,2014,74,"$417,500.00","$357,653.80"
1120,5782,200520080,2014-08-01,2660,10637,2660,0,1991,0,98011,47.7383,-122.22,2590,8637,8,2014,24,"$595,000.00","$765,279.10"
1121,5788,4167800130,2015-05-01,2600,9600,1810,790,1969,0,98023,47.3257,-122.365,2070,9660,5,2015,46,"$310,000.00","$686,871.80"
1122,5796,3276930050,2014-07-28,3370,36218,3370,0,1988,0,98075,47.5855,-121.98700000000001,2980,31793,7,2014,27,"$699,950.00","$889,552.20"
1123,5799,8563000130,2014-07-17,1490,10844,1210,280,1974,0,98008,47.6208,-122.10600000000001,2090,9944,7,2014,41,"$445,000.00","$328,798.10"
1124,5805,7202260780,2015-01-20,2510,5544,2510,0,2001,0,98053,47.6903,-122.042,2660,5614,1,2015,14,"$535,000.00","$470,546.30"
1125,5806,8651410950,2015-04-30,1060,5200,1060,0,1969,0,98042,47.3688,-122.08,910,5200,4,2015,46,"$216,500.00","$131,742.00"
1126,5808,3205400290,2015-04-06,1320,7280,1320,0,1968,0,98034,47.7229,-122.18,1370,7800,4,2015,47,"$420,200.00","$303,624.90"
1127,5814,1922069071,2015-04-24,2250,292288,2250,0,1963,0,98042,47.3787,-122.09100000000001,1550,23798,4,2015,52,"$411,000.00","$439,254.50"
1128,5816,7568700480,2015-03-23,1140,10152,760,380,1942,0,98155,47.7369,-122.321,1340,10141,3,2015,73,"$153,000.00","$257,204.20"
1129,5820,4127000095,2014-10-29,2680,8429,1880,800,1950,1991,98038,47.372,-122.036,1570,8640,10,2014,65,"$653,000.00","$862,829.00"
1130,5821,1934800086,2014-11-20,1560,1222,1080,480,2008,0,98122,47.604,-122.307,1560,2081,11,2014,7,"$435,000.00","$421,297.20"
1131,5823,7430500415,2014-07-25,1120,7500,1120,0,1971,0,98008,47.619,-122.096,3040,16940,7,2014,44,"$540,000.00","$387,383.20"
1132,5824,1622049182,2014-06-25,2050,9583,1770,280,1965,0,98198,47.3978,-122.31299999999999,2230,9730,6,2014,50,"$386,000.00","$675,174.70"
1133,5828,3303860130,2014-12-03,2811,7251,2811,0,2009,0,98038,47.3686,-122.05799999999999,3040,7250,12,2014,6,"$455,000.00","$697,777.90"
1134,5829,9359100500,2014-05-27,4060,13000,4060,0,2000,0,98040,47.581,-122.24600000000001,3220,13800,5,2014,15,"$1,800,000.00","$1,337,911.60"
1135,5831,2386000170,2015-03-26,4430,74358,4430,0,1990,0,98053,47.6392,-121.988,3820,80875,3,2015,25,"$970,000.00","$1,141,380.90"
1136,5844,1685200190,2015-01-15,1610,9000,1100,510,1978,0,98092,47.3187,-122.179,1610,8000,1,2015,37,"$203,000.00","$323,920.20"
1137,5849,4299700095,2014-05-16,1510,4235,1510,0,1955,0,98108,47.54600000000001,-122.29299999999999,1510,4268,5,2014,60,"$254,000.00","$363,227.70"
1138,5854,643400130,2015-03-04,1610,7200,1180,430,1976,0,98007,47.5966,-122.14399999999999,1520,7973,3,2015,39,"$512,500.00","$328,570.20"
1139,5855,2877103070,2015-02-23,2040,5000,1180,860,1924,0,98117,47.6786,-122.36,1540,5000,2,2015,91,"$775,000.00","$609,888.10"
1140,5856,421000185,2014-06-11,700,4700,700,0,1953,0,98056,47.4953,-122.169,960,5200,6,2014,62,"$200,000.00","$15,902.00"
1141,5861,3578401700,2014-07-01,2050,9580,1400,650,1984,0,98074,47.6212,-122.038,1740,11952,7,2014,31,"$540,000.00","$493,796.90"
1142,5866,9320900420,2014-10-14,900,4750,900,0,1969,0,98023,47.3026,-122.363,900,3404,10,2014,46,"$89,000.00","$69,236.10"
1143,5868,1196002948,2015-02-18,2410,11900,1600,810,1989,0,98023,47.3384,-122.34,3090,11902,2,2015,26,"$490,000.00","$809,805.80"
1144,5874,9141100255,2015-04-29,1950,29347,1350,600,1953,0,98133,47.739,-122.351,2125,7751,4,2015,62,"$438,000.00","$665,876.40"
1145,5881,8857310010,2014-12-19,1290,1749,660,630,1969,0,98008,47.6118,-122.116,1860,1749,12,2014,46,"$268,500.00","$460,194.10"
1146,5891,8944320470,2014-06-23,2110,4118,2110,0,1989,0,98042,47.3878,-122.15299999999999,2110,4044,6,2014,26,"$345,950.00","$554,730.70"
1147,5895,3790600080,2015-04-08,1590,9960,1060,530,1976,0,98155,47.7742,-122.287,1860,9760,4,2015,39,"$434,975.00","$356,420.10"
1148,5897,7979900225,2015-03-23,1900,11407,1900,0,1963,0,98155,47.7455,-122.294,1710,11407,3,2015,52,"$360,000.00","$541,911.60"
1149,5899,4139380050,2014-06-16,3280,6603,3280,0,2007,0,98027,47.5642,-122.126,3280,7333,6,2014,8,"$963,000.00","$951,947.30"
1150,5911,1860600840,2014-08-15,2560,3600,2110,450,1994,0,98119,47.633,-122.37,2160,3600,8,2014,21,"$925,000.00","$873,771.40"
1151,5914,5021900779,2015-04-04,1600,9638,1600,0,1952,0,98040,47.5753,-122.22399999999999,1800,11400,4,2015,63,"$785,000.00","$429,851.80"
1152,5916,6303400290,2015-01-26,860,8636,860,0,1924,0,98146,47.5081,-122.35600000000001,1100,8636,1,2015,91,"$170,000.00","$270,280.60"
1153,5920,6197800101,2014-08-05,1330,45738,1330,0,1967,0,98058,47.43600000000001,-122.185,1490,24000,8,2014,48,"$235,000.00","$177,801.70"
1154,5921,7802900380,2014-09-08,1360,69260,1360,0,1937,0,98065,47.5229,-121.838,1460,69260,9,2014,78,"$335,000.00","$160,121.70"
1155,5922,3024059126,2014-07-03,3420,18129,2540,880,1952,2005,98040,47.5333,-122.21700000000001,3750,16316,7,2014,63,"$1,200,000.00","$1,027,452.10"
1156,5925,7950300670,2015-02-18,1120,4590,1120,0,1924,0,98118,47.5663,-122.285,1120,5100,2,2015,91,"$450,000.00","$433,521.60"
1157,5930,5003600080,2015-04-14,2200,7719,2200,0,2000,0,98030,47.3649,-122.194,2460,7348,4,2015,15,"$325,000.00","$498,315.30"
1158,5931,853600020,2014-07-10,3840,85728,3840,0,1998,0,98014,47.615,-121.954,2430,42643,7,2014,17,"$840,000.00","$1,154,258.50"
1159,5933,2946000912,2014-09-23,1270,7128,1270,0,1954,0,98198,47.422,-122.321,1270,7986,9,2014,61,"$212,500.00","$215,381.80"
1160,5934,4188000670,2014-05-15,3240,20301,3240,0,1985,0,98052,47.718999999999994,-122.11399999999999,3010,23650,5,2014,30,"$749,400.00","$965,727.40"
1161,5941,5100403952,2015-02-25,1090,4128,1090,0,1948,0,98115,47.69600000000001,-122.314,1090,5413,2,2015,67,"$440,000.00","$337,731.40"
1162,5942,2024059127,2015-01-09,3090,6200,3090,0,2014,0,98006,47.5538,-122.189,2890,10108,1,2015,1,"$908,950.00","$730,618.30"
1163,5943,1483300430,2014-11-25,820,3700,820,0,1968,0,98040,47.588,-122.251,1750,9000,11,2014,47,"$554,000.00","$233,641.60"
1164,5948,7942100290,2014-09-10,1050,9871,1050,0,1968,0,98042,47.3816,-122.087,1300,10794,9,2014,47,"$199,000.00","$255,837.80"
1165,5949,4336000050,2015-03-17,1010,15701,1010,0,1949,0,98188,47.4518,-122.292,1260,9800,3,2015,66,"$225,000.00","$285,635.90"
1166,5954,7852020250,2014-06-02,3190,7869,3190,0,2001,0,98065,47.5317,-121.866,2630,6739,6,2014,14,"$725,995.00","$866,567.90"
1167,5957,629420080,2014-08-20,3070,5936,3070,0,2005,0,98075,47.5902,-121.988,3160,5936,8,2014,10,"$731,000.00","$758,974.00"
1168,5962,4403200255,2014-07-22,3670,4960,2870,800,2005,0,98177,47.7022,-122.374,1520,6335,7,2014,10,"$796,000.00","$866,677.10"
1169,5966,1795920250,2015-02-27,2200,7355,2200,0,1986,0,98052,47.7266,-122.103,2290,7868,2,2015,29,"$637,000.00","$571,732.20"
1170,5979,2953000250,2014-07-31,1900,9737,1200,700,1968,0,98031,47.4125,-122.20700000000001,1670,9737,7,2014,47,"$275,000.00","$399,722.70"
1171,5981,927200380,2015-04-20,2090,12833,1220,870,1969,0,98034,47.7266,-122.175,1740,11200,4,2015,46,"$465,000.00","$438,008.50"
1172,5982,7922750020,2014-07-08,1950,9800,1330,620,1968,0,98033,47.666000000000004,-122.178,2170,9800,7,2014,47,"$560,000.00","$535,272.00"
1173,5984,3298300420,2015-03-31,990,7590,990,0,1959,0,98008,47.6228,-122.12100000000001,1100,7590,3,2015,56,"$354,000.00","$124,210.50"
1174,5987,5591700290,2014-05-15,2150,6807,2150,0,1991,0,98031,47.4053,-122.189,1910,7240,5,2014,24,"$316,500.00","$509,661.10"
1175,5988,4172100050,2014-08-25,1750,3250,1230,520,1929,0,98117,47.6807,-122.366,1480,3600,8,2014,86,"$524,950.00","$542,980.80"
1176,5992,2781270440,2014-05-19,1470,3128,1470,0,2005,0,98038,47.349,-122.021,1180,2576,5,2014,10,"$241,000.00","$144,976.40"
1177,5993,2105200050,2014-06-19,2020,10744,1270,750,1954,0,98166,47.4403,-122.34299999999999,2020,11069,6,2014,61,"$519,000.00","$537,274.70"
1178,6017,7387500185,2014-05-21,1140,5500,1140,0,1947,0,98106,47.5187,-122.363,1110,5500,5,2014,68,"$249,900.00","$232,130.80"
1179,6020,2123049142,2014-08-14,2040,7800,2040,0,2003,0,98168,47.473,-122.29299999999999,1860,10954,8,2014,12,"$294,000.00","$324,862.50"
1180,6022,5631500992,2014-05-15,2240,10800,2240,0,1996,0,98028,47.7433,-122.229,1900,9900,5,2014,19,"$390,000.00","$541,062.70"
1181,6028,5450500010,2015-03-13,2240,9990,2240,0,1967,0,98040,47.5516,-122.21700000000001,2600,11480,3,2015,48,"$975,000.00","$854,377.70"
1182,6029,3629870020,2014-11-14,1870,3485,1870,0,2001,0,98029,47.5493,-122.00399999999999,1940,3485,11,2014,14,"$575,000.00","$466,408.90"
1183,6033,2205700345,2014-07-07,1700,8640,850,850,1955,2010,98006,47.5774,-122.15299999999999,1620,9000,7,2014,60,"$500,000.00","$411,965.50"
1184,6045,4045100190,2014-10-27,4250,18000,3350,900,1980,0,98040,47.5612,-122.229,3790,14537,10,2014,35,"$2,200,000.00","$1,347,806.50"
1185,6046,1207200010,2015-03-18,1830,10416,1370,460,1958,0,98146,47.4878,-122.34100000000001,1830,9271,3,2015,57,"$245,000.00","$413,590.40"
1186,6048,3825310130,2014-06-24,3090,9571,2370,720,2004,0,98052,47.7058,-122.131,3630,9110,6,2014,11,"$751,000.00","$816,592.10"
1187,6052,624110020,2014-09-25,3460,13129,2560,900,1988,0,98077,47.7315,-122.05799999999999,3460,12568,9,2014,27,"$730,000.00","$957,944.70"
1188,6055,507100020,2015-03-09,1480,7374,760,720,1954,0,98133,47.7775,-122.336,1480,8934,3,2015,61,"$270,000.00","$237,964.00"
1189,6058,2056100275,2014-10-06,1390,5000,970,420,1954,0,98116,47.5673,-122.40100000000001,1610,5000,10,2014,61,"$530,000.00","$522,470.70"
1190,6059,2202500080,2014-06-30,950,9400,950,0,1954,0,98006,47.5746,-122.13600000000001,1260,9400,6,2014,61,"$248,000.00","$257,544.00"
1191,6072,7511000050,2015-03-02,2890,22547,2150,740,1963,0,98040,47.5476,-122.219,3010,17809,3,2015,52,"$1,100,000.00","$947,997.90"
1192,6075,8651730290,2014-08-05,1960,7200,1960,0,1979,0,98034,47.7291,-122.21799999999999,1980,7529,8,2014,36,"$445,000.00","$441,294.00"
1193,6078,2781100080,2014-12-10,2740,5700,2740,0,2006,0,98038,47.3535,-122.02600000000001,3010,5281,12,2014,9,"$438,900.00","$697,748.80"
1194,6079,9822700190,2014-08-08,3650,5000,2530,1120,1915,2010,98105,47.6604,-122.289,2510,5000,8,2014,100,"$1,280,000.00","$981,861.50"
1195,6084,8641500280,2014-05-22,840,867,840,0,2005,0,98115,47.6955,-122.304,840,1322,5,2014,10,"$270,000.00","$128,753.60"
1196,6085,7605800050,2014-06-02,2730,5832,2730,0,1998,0,98005,47.6216,-122.161,2360,5832,6,2014,17,"$1,000,000.00","$746,153.20"
1197,6086,9828200525,2014-08-15,860,4800,860,0,1907,0,98122,47.6146,-122.29899999999999,1380,4800,8,2014,108,"$330,000.00","$380,592.20"
1198,6088,126049169,2014-08-28,1540,61419,1540,0,1967,0,98028,47.7663,-122.228,3790,8529,8,2014,48,"$450,000.00","$406,809.00"
1199,6107,3376600010,2014-12-01,2260,11000,1620,640,1976,0,98008,47.6224,-122.109,1960,10000,12,2014,39,"$555,000.00","$527,972.90"
1200,6113,5249800345,2014-06-19,1470,7200,1470,0,1907,0,98118,47.5602,-122.28,1530,7200,6,2014,108,"$590,300.00","$576,424.20"
1201,6126,7701800050,2014-06-25,2790,19439,1500,1290,1973,0,98058,47.4088,-122.089,1620,19439,6,2014,42,"$589,950.00","$649,554.20"
1202,6128,2623069069,2014-09-11,2620,241200,2620,0,1998,0,98027,47.4574,-122.01,2620,172933,9,2014,17,"$775,000.00","$627,088.60"
1203,6133,923000280,2014-07-22,2580,8154,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155,7,2014,59,"$699,000.00","$964,611.10"
1204,6137,1518000080,2015-02-23,1570,3143,1570,0,2001,0,98019,47.7364,-121.969,1740,3591,2,2015,14,"$325,000.00","$293,985.90"
1205,6144,9406500480,2015-04-20,1384,1822,1384,0,1990,0,98028,47.7525,-122.244,1078,1315,4,2015,25,"$273,000.00","$303,239.90"
1206,6147,6751300130,2014-08-13,1270,8000,1270,0,1957,0,98007,47.5874,-122.13600000000001,1470,8000,8,2014,58,"$510,500.00","$304,960.80"
1207,6151,203900460,2014-07-28,1810,10860,1810,0,1967,0,98053,47.6393,-121.96700000000001,1420,11982,7,2014,48,"$407,450.00","$397,892.00"
1208,6152,7878400022,2015-05-06,3060,7920,1530,1530,1965,0,98178,47.4879,-122.245,1850,7800,5,2015,50,"$390,000.00","$610,451.10"
1209,6155,236400130,2015-01-23,1820,7242,1220,600,1959,0,98188,47.4318,-122.292,1350,8214,1,2015,56,"$239,975.00","$457,380.40"
1210,6156,4141680190,2014-08-07,2320,5760,1480,840,1987,0,98178,47.504,-122.24799999999999,1660,5762,8,2014,28,"$375,000.00","$445,861.80"
1211,6158,1223039173,2015-04-29,2190,11625,2020,170,1956,0,98146,47.4979,-122.363,1920,8855,4,2015,59,"$450,000.00","$586,898.80"
1212,6161,7977201845,2014-05-14,1600,6120,1600,0,1924,0,98115,47.6847,-122.291,1670,4590,5,2014,91,"$525,000.00","$537,204.60"
1213,6164,3039000020,2014-09-16,1850,8667,880,970,1982,0,98033,47.7025,-122.198,1450,10530,9,2014,33,"$450,000.00","$346,546.60"
1214,6165,6840701100,2014-12-02,1740,4400,1740,0,1924,0,98122,47.6058,-122.3,1590,4400,12,2014,91,"$382,000.00","$486,775.80"
1215,6166,2130410050,2014-05-13,1490,9600,1170,320,1987,0,98019,47.7378,-121.977,1590,10104,5,2014,28,"$287,000.00","$290,169.20"
1216,6178,3629970190,2015-01-26,3010,6202,3010,0,2005,0,98029,47.5533,-121.993,2520,5001,1,2015,10,"$769,000.00","$778,882.60"
1217,6183,9284801435,2014-12-03,1760,5750,1070,690,1962,0,98126,47.5521,-122.37299999999999,1860,5750,12,2014,53,"$471,000.00","$467,522.30"
1218,6184,3905010010,2014-07-18,2500,8540,2500,0,1990,0,98029,47.5759,-121.994,2560,8475,7,2014,25,"$639,000.00","$704,912.30"
1219,6190,5679501310,2014-10-30,2110,4800,1210,900,1956,0,98108,47.567,-122.318,1660,4800,10,2014,59,"$445,000.00","$612,619.90"
1220,6192,3726800285,2014-10-01,1070,2196,880,190,1917,0,98144,47.5726,-122.30799999999999,1160,3600,10,2014,98,"$346,000.00","$454,954.50"
1221,6193,1183000005,2015-04-08,1680,4886,1180,500,1940,0,98118,47.5536,-122.286,1400,4900,4,2015,75,"$450,000.00","$512,133.70"
1222,6199,7852180430,2015-04-09,2070,3982,2070,0,2004,0,98065,47.53100000000001,-121.854,2340,4067,4,2015,11,"$450,000.00","$342,677.20"
